id,type,fact,source_link,date,slug
85,rarity,"The word 'ICA' appears in only one blog post: ""English to Spanish rules of thumb"" on November 08, 2012.",https://www.johndcook.com/blog/2012/11/08/english-to-spanish-rules-of-thumb/,2012-11-08T07:00:25,english-to-spanish-rules-of-thumb
86,rarity,"The term 'ensemble' appears in only 2 posts across the entire blog: ""Distribution of eigenvalues for symmetric Gaussian matrix"" (2018), ""Followship"" (2011).",https://www.johndcook.com/blog/2018/07/30/goe-eigenvalues/,2018-07-30T07:00:29,goe-eigenvalues
87,rarity,"The term 'overfitting' appears in exactly 4 posts, spanning from 2013 to 2025.",https://www.johndcook.com/blog/2025/03/29/looking-at-your-data/,,
88,rarity,"The term 'regularization' appears in only 2 posts across the entire blog: ""Mittag-Leffler transform"" (2020), ""Making a singular matrix non-singular"" (2012).",https://www.johndcook.com/blog/2020/01/30/mittag-leffler-transform/,2020-01-30T23:26:02,mittag-leffler-transform
89,rarity,"The term 'ridge' appears in exactly 7 posts, spanning from 2011 to 2025.",https://www.johndcook.com/blog/2025/03/10/colossus-versus-el-capitan/,,
90,rarity,"The term 'deep learning' appears in exactly 9 posts, spanning from 2016 to 2025.",https://www.johndcook.com/blog/2025/01/07/can-ai-models-reason-like-a-human/,,
91,rarity,"The word 'transformer' appears in only one blog post: ""Calculating without electricity"" on October 02, 2021.",https://www.johndcook.com/blog/2021/10/02/calculating-without-electricity/,2021-10-02T14:26:15,calculating-without-electricity
92,rarity,"The word 'backpropagation' appears in only one blog post: ""Non-associative multiplication"" on February 01, 2022.",https://www.johndcook.com/blog/2022/02/01/non-associative/,2022-02-01T07:31:38,non-associative
93,rarity,"The term 'gradient descent' appears in exactly 4 posts, spanning from 2023 to 2025.",https://www.johndcook.com/blog/2025/11/12/elementary-symmetric-polynomials/,,
94,rarity,"The term 'SGD' appears in only 2 posts across the entire blog: ""Why do LLMs have emergent properties?"" (2025), ""Differentially private stochastic gradient descent"" (2023).",https://www.johndcook.com/blog/2025/05/08/why-do-llms-have-emergent-properties/,2025-05-08T11:50:13,why-do-llms-have-emergent-properties
95,rarity,"The term 'momentum' appears in exactly 8 posts, spanning from 2011 to 2025.",https://www.johndcook.com/blog/2025/06/22/division/,,
96,rarity,"The word 'dropout' appears in only one blog post: ""Open source and pride"" on April 28, 2012.",https://www.johndcook.com/blog/2012/04/28/open-source-and-pride/,2012-04-28T05:38:43,open-source-and-pride
97,rarity,"The term 'activation' appears in exactly 8 posts, spanning from 2021 to 2025.",https://www.johndcook.com/blog/2025/04/14/miscellaneous-mathematical-symbols/,,
98,rarity,"The term 'ReLU' appears in exactly 5 posts, spanning from 2023 to 2025.",https://www.johndcook.com/blog/2025/03/06/gelu/,,
99,rarity,"The word 'sigmoid' appears in only one blog post: ""Swish, mish, and serf"" on August 06, 2023.",https://www.johndcook.com/blog/2023/08/06/swish-mish-and-serf/,2023-08-06T11:50:23,swish-mish-and-serf
100,rarity,"The term 'softmax' appears in only 2 posts across the entire blog: ""Swish, mish, and serf"" (2023), ""Activation functions and Iverson brackets"" (2023).",https://www.johndcook.com/blog/2023/08/06/swish-mish-and-serf/,2023-08-06T11:50:23,swish-mish-and-serf
101,rarity,"The term 'loss function' appears in only 3 posts across the entire blog: ""Machine learning by satisfiability solving"" (2025), ""Biometric security and hypothesis testing"" (2018), ""Statistical evidence versus legal evidence"" (2013).",https://www.johndcook.com/blog/2025/07/31/machine-learning-by-satisfiability-solving/,2025-07-31T12:21:15,machine-learning-by-satisfiability-solving
102,rarity,"The term 'NLP' appears in exactly 8 posts, spanning from 2017 to 2025.",https://www.johndcook.com/blog/2025/08/01/jubjub/,,
103,rarity,"The term 'language model' appears in exactly 6 posts, spanning from 2023 to 2025.",https://www.johndcook.com/blog/2025/06/19/synthetic-names/,,
104,rarity,"The word 'word2vec' appears in only one blog post: ""Cosine similarity does not satisfy the triangle inequality"" on August 09, 2023.",https://www.johndcook.com/blog/2023/08/09/cosine-similarity-not-a-metric/,2023-08-09T10:15:38,cosine-similarity-not-a-metric
105,rarity,"The term 'sentiment' appears in only 2 posts across the entire blog: ""Star-crossed lovers"" (2019), ""Impure math"" (2011).",https://www.johndcook.com/blog/2019/08/22/star-crossed-lovers/,2019-08-22T11:34:02,star-crossed-lovers
106,rarity,"The word 'NER' appears in only one blog post: ""Named entity recognition"" on July 27, 2023.",https://www.johndcook.com/blog/2023/07/27/ner/,2023-07-27T10:05:06,ner
107,rarity,"The term 'tokenization' appears in only 2 posts across the entire blog: ""Unicode, Tolkien, and Privacy"" (2025), ""Practical consequences of tokenization details"" (2025).",https://www.johndcook.com/blog/2025/03/09/tengwar/,2025-03-09T15:26:17,tengwar
108,rarity,"The term 'computer vision' appears in only 2 posts across the entire blog: ""Rich Sutton’s bitter lesson of AI"" (2025), ""The valley of medium reliability"" (2018).",https://www.johndcook.com/blog/2025/02/20/bitter-lesson/,2025-02-20T08:27:29,bitter-lesson
109,rarity,"The term 'time series' appears in exactly 10 posts, spanning from 2012 to 2025.",https://www.johndcook.com/blog/2025/11/09/rolling-correlation/,,
110,rarity,"The term 'forecasting' appears in exactly 4 posts, spanning from 2011 to 2025.",https://www.johndcook.com/blog/2025/11/09/rolling-correlation/,,
111,rarity,"The term 'autocorrelation' appears in only 2 posts across the entire blog: ""Testing Cliff RNG with DIEHARDER"" (2019), ""Distribution of quadratic residues"" (2019).",https://www.johndcook.com/blog/2019/08/11/cliff-dieharder/,2019-08-11T16:26:01,cliff-dieharder
112,rarity,"The term 'wavelet' appears in only 2 posts across the entire blog: ""Why are CUDA kernels hard to optimize?"" (2025), ""Shannon wavelet"" (2017).",https://www.johndcook.com/blog/2025/08/27/why-are-cuda-kernels-hard-to-optimize/,2025-08-27T18:00:15,why-are-cuda-kernels-hard-to-optimize
113,rarity,"The term 'Haar' appears in only 2 posts across the entire blog: ""Probability of commuting"" (2020), ""Defining the Fourier transform on LCA groups"" (2017).",https://www.johndcook.com/blog/2020/11/11/probability-of-commuting/,2020-11-11T18:11:56,probability-of-commuting
114,rarity,"The term 'decoding' appears in exactly 7 posts, spanning from 2020 to 2025.",https://www.johndcook.com/blog/2025/09/18/1420-mhz/,,
115,rarity,"The term 'lossy' appears in only 2 posts across the entire blog: ""Compression and interpolation"" (2024), ""PNG vs JPEG"" (2009).",https://www.johndcook.com/blog/2024/08/17/compression-and-interpolation/,2024-08-17T07:56:36,compression-and-interpolation
116,rarity,"The term 'lossless' appears in only 2 posts across the entire blog: ""Compression and interpolation"" (2024), ""PNG vs JPEG"" (2009).",https://www.johndcook.com/blog/2024/08/17/compression-and-interpolation/,2024-08-17T07:56:36,compression-and-interpolation
117,rarity,"The term 'Huffman' appears in exactly 4 posts, spanning from 2012 to 2020.",https://www.johndcook.com/blog/2020/07/07/morse-code-golf/,,
118,rarity,"The term 'MP3' appears in exactly 8 posts, spanning from 2009 to 2024.",https://www.johndcook.com/blog/2024/11/29/dogecoin-anthem/,,
119,rarity,"The term 'error correction' appears in exactly 9 posts, spanning from 2015 to 2025.",https://www.johndcook.com/blog/2025/09/09/bech32-encoding/,,
120,rarity,"The term 'Reed-Solomon' appears in exactly 5 posts, spanning from 2020 to 2025.",https://www.johndcook.com/blog/2025/03/24/reed-solomon-golay/,,
121,rarity,"The word 'LDPC' appears in only one blog post: ""MDS codes"" on March 07, 2020.",https://www.johndcook.com/blog/2020/03/07/mds-codes/,2020-03-07T09:56:51,mds-codes
122,rarity,"The term 'modulation' appears in exactly 10 posts, spanning from 2016 to 2024.",https://www.johndcook.com/blog/2024/10/13/why-does-fm-sound-better-than-am/,,
123,rarity,"The term 'antenna' appears in only 3 posts across the entire blog: ""Antenna length: Another rule of 72"" (2024), ""Top posts of 2022"" (2022), ""How is portable AM radio possible?"" (2022).",https://www.johndcook.com/blog/2024/03/27/antenna-length-another-rule-of-72/,2024-03-27T09:33:15,antenna-length-another-rule-of-72
124,rarity,"The term 'propagation' appears in exactly 4 posts, spanning from 2017 to 2025.",https://www.johndcook.com/blog/2025/03/17/lessons-learned-with-the-z3-sat-smt-solver/,,
125,rarity,"The term 'fading' appears in exactly 4 posts, spanning from 2011 to 2022.",https://www.johndcook.com/blog/2022/02/21/q-codes-in-seveneves/,,
126,rarity,"The term 'forest' appears in exactly 7 posts, spanning from 2008 to 2020.",https://www.johndcook.com/blog/2020/06/12/new-math-for-going-to-the-moon/,,
127,rarity,"The term 'bipartite' appears in only 3 posts across the entire blog: ""Ten spectral graph theory posts"" (2016), ""Bipartite graphs and the signless Laplacian"" (2016), ""Graph Laplacian and other matrices associated with a graph"" (2015).",https://www.johndcook.com/blog/2016/06/05/ten-spectral-graph-theory-posts/,2016-06-05T18:12:59,ten-spectral-graph-theory-posts
128,rarity,"The term 'planar' appears in only 2 posts across the entire blog: ""Hohmann transfer orbit"" (2020), ""Detecting typos with the four color theorem"" (2019).",https://www.johndcook.com/blog/2020/06/15/hohmann-transfer-orbit/,2020-06-15T08:29:41,hohmann-transfer-orbit
129,rarity,"The term 'coloring' appears in exactly 8 posts, spanning from 2008 to 2024.",https://www.johndcook.com/blog/2024/06/25/getting-some-algorithmic-sat-isfaction/,,
130,rarity,"The word 'chromatic number' appears in only one blog post: ""Coloring the queen’s graph"" on January 30, 2024.",https://www.johndcook.com/blog/2024/01/30/coloring-the-queens-graph/,2024-01-30T09:04:57,coloring-the-queens-graph
131,rarity,"The word 'clique' appears in only one blog post: ""Cover time of a graph: cliques, chains, and lollipops"" on January 04, 2017.",https://www.johndcook.com/blog/2017/01/04/cover-time-of-a-graph-cliques-chains-and-lollipops/,2017-01-04T07:00:42,cover-time-of-a-graph-cliques-chains-and-lollipops
132,rarity,"The term 'shortest path' appears in exactly 9 posts, spanning from 2012 to 2023.",https://www.johndcook.com/blog/2023/08/10/texas-tour/,,
133,rarity,"The term 'Dijkstra' appears in exactly 10 posts, spanning from 2008 to 2025.",https://www.johndcook.com/blog/2025/11/13/pythagorean-generalizations/,,
134,rarity,"The word 'minimum spanning tree' appears in only one blog post: ""Random minimum spanning trees"" on August 09, 2017.",https://www.johndcook.com/blog/2017/08/09/random-minimum-spanning-trees/,2017-08-09T12:52:07,random-minimum-spanning-trees
135,rarity,"The term 'Kruskal' appears in only 2 posts across the entire blog: ""Linear KdV dispersion"" (2025), ""Golden Carnival of Mathematics"" (2011).",https://www.johndcook.com/blog/2025/04/04/linear-kdv-dispersion/,2025-04-04T08:56:36,linear-kdv-dispersion
136,rarity,"The term 'NP-complete' appears in exactly 5 posts, spanning from 2012 to 2024.",https://www.johndcook.com/blog/2024/11/04/the-impossible-puzzle/,,
137,rarity,"The term 'NP-hard' appears in only 3 posts across the entire blog: ""Learning languages with the help of algorithms"" (2025), ""Permutation distance"" (2019), ""Digital signatures with oil and vinegar"" (2019).",https://www.johndcook.com/blog/2025/09/17/learning-languages-with-the-help-of-algorithms/,2025-09-17T15:35:42,learning-languages-with-the-help-of-algorithms
138,rarity,"The term 'polynomial time' appears in exactly 9 posts, spanning from 2013 to 2025.",https://www.johndcook.com/blog/2025/09/24/an-inverse-problem-for-the-quadratic-equation/,,
